Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,BGG Rank,Complexity Average,Owned Users,Mechanics,Domains
2,2,45.0,12,3266,6.75613,1375,2.1951,10416.0,"Area Majority / Influence, Hand Management, Take That, Variable Player Powers",Strategy Games
2,5,60.0,10,2352,6.86633,1376,2.2179,2514.0,"Hand Management, Modular Board, Tile Placement","Family Games, Strategy Games"
1,6,180.0,14,1067,7.54237,1377,4.131,1930.0,"Dice Rolling, Push Your Luck, Simulation, Variable Player Powers, Voting",Thematic Games
2,6,30.0,8,3030,6.75355,1378,1.4255,4748.0,"I Cut You Choose, Once-Per-Game Abilities, Turn Order: Progressive",Family Games
2,8,10.0,7,11307,6.5045,1379,1.1404,16939.0,"Pattern Recognition, Speed Matching",Party Games
3,7,20.0,10,1665,7.10117,1380,1.6667,3067.0,"Area Majority / Influence, Set Collection",Family Games
1,5,75.0,13,1279,7.37324,1381,2.8276,2296.0,Unknown,"Strategy Games, Thematic Games"
2,2,240.0,12,994,7.67054,1382,3.3962,2244.0,"Advantage Token, Area-Impulse, Dice Rolling",Wargames
3,6,40.0,8,1910,6.98772,1383,1.3596,2147.0,"Pattern Building, Real-Time",Family Games
1,4,90.0,14,922,7.92218,1384,2.881,2926.0,"Card Drafting, Dice Rolling, Hand Management, Set Collection, Variable Player Powers, Worker Placement",Strategy Games
4,8,60.0,8,6866,6.56002,1385,1.2932,11254.0,"Hand Management, Ladder Climbing, Trick-taking",Party Games
3,4,45.0,10,1900,6.99681,1386,2.355,1956.0,"Auction/Bidding, Set Collection","Family Games, Strategy Games"
2,2,30.0,9,1413,7.24523,1387,2.0217,2654.0,"Dice Rolling, Grid Movement, Hand Management, Modular Board, Network and Route Building, Sudden Death Ending, Tile Placement",Strategy Games
2,5,15.0,8,2763,6.77677,1388,1.0741,4546.0,Pattern Recognition,Family Games
2,6,30.0,12,4381,6.62325,1389,1.36,4199.0,"Hand Management, Race, Track Movement",Family Games
2,4,45.0,14,751,8.09089,1390,2.1081,1927.0,"Area Majority / Influence, Hand Management, Team-Based Game",Strategy Games
2,6,189.2510772560773,12,5379,6.923573398110571,1391,3.5074,8478.0,"Area Movement, Dice Rolling, Hand Management, Team-Based Game, Variable Player Powers",Thematic Games
2,2,60.0,12,3818,6.66532,1392,2.3983,6206.0,"Hand Management, Set Collection",Strategy Games
2,3,720.0,14,1266,7.48668,1393,3.7714,2330.0,"Action Points, Area Movement, Dice Rolling, Ratio / Combat Results Table, Secret Unit Deployment, Simulation",Wargames
2,4,20.0,10,1601,7.22148,1394,1.0488,3464.0,"Hand Management, Player Elimination",Family Games
1,6,120.0,12,2245,6.90822,1395,3.1032,2921.0,"Action Retrieval, Area Majority / Influence, Hand Management, Simultaneous Action Selection",Strategy Games
2,2,60.0,8,1884,7.12373,1396,3.5873,2884.0,Grid Movement,Abstract Games
1,1,20.0,14,1261,7.36957,1397,2.1481,2619.0,"Solo / Solitaire Game, Worker Placement","Strategy Games, Thematic Games"
2,8,15.0,8,3090,6.74729,1398,1.0964,5986.0,Unknown,"Family Games, Party Games"
2,4,60.0,14,1836,7.02301,1399,2.9194,3480.0,"Action Queue, Set Collection, Worker Placement",Strategy Games
2,3,60.0,10,923,7.93018,1400,2.4118,4190.0,"Hand Management, Take That, Variable Player Powers",Family Games
1,4,30.0,12,994,7.6427,1401,2.4074,1433.0,"Cooperative Game, Dice Rolling, Grid Movement, Solo / Solitaire Game, Variable Player Powers",Thematic Games
2,5,120.0,12,1061,7.55167,1402,3.65,2033.0,"Area Majority / Influence, Area Movement, Hand Management, Simulation",Strategy Games
2,4,75.0,10,1719,7.05057,1403,2.6307,1487.0,"Set Collection, Tech Trees / Tech Tracks, Worker Placement",Strategy Games
2,5,45.0,12,1412,7.30591,1404,2.1143,2306.0,"Card Drafting, Drafting, Set Collection",Family Games
2,4,40.0,12,1496,7.17157,1405,2.1071,2899.0,"Card Drafting, Hand Management, Set Collection",Strategy Games
2,6,42.88648388939351,8,4331,6.640172914682539,1406,1.9351,6421.0,"Hand Management, Resource to Move",Family Games
2,2,90.0,14,766,8.35533,1407,3.0278,1418.0,"Action Points, Area Majority / Influence, Deck Bag and Pool Building, Dice Rolling, Grid Movement, Hand Management, Line of Sight, Variable Player Powers","Customizable Games, Strategy Games"
2,4,50.0,12,1510,7.15816,1408,2.5714,2105.0,"Area Majority / Influence, Campaign / Battle Card Driven, Hand Management, Map Reduction, Team-Based Game, Turn Order: Pass Order, Variable Set-up",Strategy Games
1,4,60.0,14,1780,7.02898,1409,2.6909,2212.0,"Action Points, Map Addition, Set Collection, Tile Placement",Strategy Games
2,2,60.0,12,1946,7.05075,1410,3.1193,3993.0,"Action Queue, Dice Rolling, Hexagon Grid, Line of Sight, Simulation",Wargames
2,4,90.0,12,1558,7.13082,1411,2.9811,2913.0,"Card Drafting, Contracts, Modular Board, Worker Placement",Strategy Games
2,5,50.0,10,1200,7.35487,1412,2.2632,1788.0,"Card Drafting, Grid Movement, Map Addition, Pattern Building, Square Grid, Tile Placement",Family Games
2,2,75.0,13,1636,7.08692,1413,2.8889,2204.0,"Area Majority / Influence, Area Movement, Hand Management, Rondel",Strategy Games
2,6,45.0,10,4618,6.60038,1414,1.6576,5455.0,Unknown,Family Games
2,4,30.0,6,3660,6.67931,1415,1.3707,4149.0,"Area Majority / Influence, Roll / Spin and Move, Tile Placement",Family Games
2,5,75.0,10,1500,7.14991,1416,2.4605,2023.0,"Area Majority / Influence, Hand Management, Variable Phase Order, Worker Placement","Family Games, Strategy Games"
2,2,60.83303545003896,10,2121,6.918154951463582,1417,2.4609,2796.0,Grid Movement,Abstract Games
3,5,30.0,10,2258,6.87134,1418,1.8578,3612.0,"Betting and Bluffing, Hand Management, Predictive Bid, Trick-taking",Family Games
3,10,45.0,12,1958,6.98234,1419,1.2212,3110.0,Line Drawing,Party Games
2,6,2238.7315584415587,14,588,8.073619831493035,1420,4.5357,1716.0,"Campaign / Battle Card Driven, Dice Rolling, Hand Management, Point to Point Movement, Variable Player Powers",Wargames
2,4,45.0,10,2047,6.92169,1421,1.8364,3443.0,"Area Majority / Influence, Grid Movement",Family Games
1,2,45.0,11,1073,7.77929,1422,2.3838,1591.0,"Dice Rolling, Simulation","Strategy Games, Thematic Games"
2,5,75.0,13,1507,7.1404,1423,2.9841,2140.0,"Area Majority / Influence, Modular Board, Worker Placement",Strategy Games
2,4,30.0,8,1998,6.93654,1424,1.0938,2831.0,Unknown,Family Games
3,5,45.0,8,7935,6.48689,1425,1.8338,9602.0,"Bias, Hand Management, Pick-up and Deliver, Set Collection, Simultaneous Action Selection",Family Games
2,4,90.0,8,1711,7.08617,1426,2.8273,2832.0,"Mancala, Point to Point Movement, Team-Based Game, Variable Player Powers",Strategy Games
2,2,45.0,8,1878,6.97121,1427,1.8276,3328.0,"Card Drafting, Set Collection",Family Games
2,3,120.0,12,1254,7.34929,1428,2.4886,2596.0,"Dice Rolling, Minimap Resolution, Point to Point Movement, Secret Unit Deployment, Simulation",Wargames
2,4,45.98618061535885,13,2623,6.82098698033189,1429,2.0,3650.0,"Deck Bag and Pool Building, Dice Rolling",Family Games
2,4,60.0,12,1609,7.08682,1430,2.9537,2676.0,"Action Queue, Hand Management, Point to Point Movement, Simultaneous Action Selection",Strategy Games
3,5,20.0,8,4728,6.57602,1431,1.3987,5550.0,"Auction/Bidding, Betting and Bluffing, Secret Unit Deployment",Family Games
2,2,30.0,8,2976,6.7412,1432,1.7196,3347.0,"Area Majority / Influence, Map Addition, Modular Board, Tile Placement","Abstract Games, Family Games"
2,6,150.0,12,1656,7.03733,1433,3.7225,2276.0,Worker Placement,Strategy Games
2,5,134.3866508144633,12,10297,6.827117974382211,1434,3.0386,14520.0,"Area Movement, Dice Rolling, Minimap Resolution, Stat Check Resolution, Team-Based Game",Wargames
1,5,30.0,14,953,7.8116,1435,1.6512,3230.0,"Card Drafting, Hand Management, Increase Value of Unchosen Resources, Layering, Set Collection",Family Games
2,2,360.0,12,1385,7.30218,1436,2.8659,2742.0,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Multiple Maps, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation, Sudden Death Ending, Zone of Control",Wargames
1,20,30.0,6,10837,6.48395,1437,1.683,17890.0,"Pattern Recognition, Set Collection, Speed Matching","Abstract Games, Family Games"
2,4,60.0,10,2936,6.73548,1438,2.7895,3237.0,"Action Retrieval, Events, Simultaneous Action Selection, Worker Placement",Strategy Games
3,5,90.0,13,1820,6.97921,1439,2.7516,2161.0,"Area Majority / Influence, Campaign / Battle Card Driven, Card Drafting, Hand Management, Set Collection, Simulation, Voting",Strategy Games
2,4,90.0,14,1866,7.10962,1440,2.7661,4103.0,"Campaign / Battle Card Driven, Dice Rolling, Hand Management, Movement Template, Player Elimination, Rock-Paper-Scissors, Variable Player Powers","Customizable Games, Wargames"
1,4,109.2852359039428,16,1087,7.556126755357144,1441,2.7143,2607.0,Cooperative Game,Thematic Games
2,8,45.0,12,1628,7.14692,1442,3.2937,2213.0,Unknown,Strategy Games
4,18,25.0,8,2090,6.91606,1443,1.1304,4989.0,Betting and Bluffing,Party Games
1,5,90.0,12,1290,7.2828,1444,2.7344,2922.0,"Card Drafting, Deck Bag and Pool Building, Hand Management","Strategy Games, Thematic Games"
1,4,90.0,12,988,7.56415,1445,2.9474,2131.0,"Hand Management, Simultaneous Action Selection, Variable Set-up, Worker Placement, Worker Placement, Different Worker Types",Strategy Games
2,4,30.0,8,1654,7.10528,1446,1.2642,3240.0,"Hand Management, Player Elimination",Family Games
2,4,60.0,12,2097,6.88012,1447,2.7824,2416.0,"Action Points, Area Majority / Influence",Strategy Games
1,4,45.0,8,1610,7.06305,1448,1.3846,3045.0,"Bias, Cooperative Game, Flicking, Variable Player Powers",Family Games
2,4,20.0,8,1238,7.32766,1449,1.1379,2742.0,"Card Drafting, Drafting, Pattern Building, Set Collection",Family Games
2,4,45.0,10,2452,6.78537,1450,1.7442,2231.0,"Dice Rolling, Die Icon Resolution, End Game Bonuses, Re-rolling and Locking, Set Collection",Family Games
2,8,150.0,12,1173,7.44576,1451,3.4045,2140.0,"Grid Movement, Hexagon Grid, Line of Sight, Modular Board, Stat Check Resolution, Team-Based Game, Variable Player Powers",Thematic Games
2,4,30.0,10,1506,7.13438,1452,2.0,1791.0,Grid Coverage,"Abstract Games, Family Games"
2,2,30.0,10,3665,6.64731,1453,1.6762,4801.0,Unknown,Family Games
2,4,30.0,8,1623,7.0677,1454,1.8718,2924.0,"Contracts, Pattern Building, Set Collection, Tile Placement",Family Games
2,2,45.0,12,1122,7.47517,1455,2.5,4798.0,"Area Majority / Influence, Hand Management, Variable Player Powers",Customizable Games
2,6,82.22018801289153,10,1748,7.061000688285147,1456,2.7397,2613.0,"Connections, Crayon Rail System, Network and Route Building, Pick-up and Deliver",Strategy Games
2,4,30.0,10,4863,6.55404,1457,2.0282,4840.0,"Area Majority / Influence, Enclosure",Abstract Games
1,4,45.0,14,3637,6.68401,1458,2.87,10706.0,"Area Majority / Influence, Commodity Speculation, Dice Rolling, Set Collection, Variable Player Powers, Worker Placement",Strategy Games
2,2,60.0,12,3948,6.6362,1459,1.8546,6094.0,"Area Majority / Influence, Push Your Luck, Secret Unit Deployment, Simultaneous Action Selection",Strategy Games
2,6,270.0,14,796,7.99319,1460,3.5243,1032.0,"Card Drafting, Hand Management, Race, Simulation","Strategy Games, Thematic Games"
2,4,30.0,6,2255,6.84727,1461,1.5778,2948.0,"Action Points, Grid Movement, Map Deformation, Memory, Set Collection","Children's Games, Family Games"
2,4,30.0,14,3384,6.68239,1462,1.1667,6457.0,"Card Drafting, Grid Movement, Set Collection",Family Games
2,2,45.0,8,2021,6.89633,1463,1.9252,2791.0,"Action Points, Dice Rolling, Hand Management, Take That",Strategy Games
1,6,73.7097047024286,10,1596,7.1253325498809525,1464,2.5556,3407.0,"Cooperative Game, Storytelling","Family Games, Thematic Games"
2,4,45.0,13,7104,6.56225,1465,1.6575,11233.0,"Betting and Bluffing, Hand Management, Player Elimination, Take That, Variable Player Powers","Party Games, Thematic Games"
2,4,15.0,7,3850,6.64369,1466,1.4718,4919.0,"Enclosure, Grid Movement, Hexagon Grid, Modular Board",Abstract Games
2,2,60.0,14,1302,7.27041,1467,2.3333,3359.0,"Deck Bag and Pool Building, Dice Rolling, Variable Player Powers",Customizable Games
2,5,35.0,8,1550,7.1027,1468,1.8857,3432.0,"Point to Point Movement, Tile Placement",Family Games
2,4,60.0,14,848,7.71423,1469,2.5294,1284.0,"Area Majority / Influence, Hand Management, Network and Route Building, Tile Placement",Strategy Games
2,8,40.0,8,5730,6.54562,1470,1.4235,10480.0,"Dice Rolling, Hand Management, Network and Route Building, Player Elimination, Tile Placement","Abstract Games, Family Games"
2,6,40.0,8,2671,6.76502,1471,1.8646,4501.0,"Card Drafting, Hand Management, Simultaneous Action Selection",Family Games
2,4,30.0,8,1666,7.07035,1472,1.1111,4045.0,"Betting and Bluffing, Card Drafting, I Cut You Choose",Family Games
2,2,40.0,9,648,8.31213,1473,1.8333,2139.0,"Area Movement, Hand Management, Variable Player Powers",Strategy Games
3,5,120.0,10,3127,6.71907,1474,2.9856,3470.0,"Area Majority / Influence, Dice Rolling, Set Collection, Trading, Variable Player Powers",Strategy Games
1,4,180.0,12,883,7.74687,1475,4.4845,3333.0,"Area Majority / Influence, Card Drafting, Modular Board, Simultaneous Action Selection","Strategy Games, Thematic Games"
1,4,150.94514319257743,13,562,8.06351539490476,1476,3.0172,2477.0,"Cooperative Game, Hand Management, Push Your Luck, Storytelling",Thematic Games
2,2,20.0,12,1902,6.92662,1477,2.157,2469.0,"Area Movement, Hand Management, Paper-and-Pencil, Simulation, Simultaneous Action Selection","Strategy Games, Wargames"
2,4,90.0,14,969,7.55312,1478,2.9385,1332.0,"Card Drafting, Pattern Building, Point to Point Movement, Set Collection",Strategy Games
2,6,90.0,13,13248,6.52294,1479,2.1926,19895.0,"Dice Rolling, Role Playing, Roll / Spin and Move, Variable Player Powers",Thematic Games
2,2,60.0,8,1851,7.01355,1480,2.063,4070.0,"Dice Rolling, Grid Movement, Modular Board",Thematic Games
2,4,57.92850987284865,10,1129,7.4294630322023805,1481,2.1837,2058.0,"Grid Coverage, Hexagon Grid, Modular Board, Set Collection, Tile Placement, Variable Set-up",Strategy Games
2,4,94.8744739252412,14,1357,7.277850790781439,1482,2.7368,2645.0,"Action Points, Action/Event, Area Majority / Influence, Campaign / Battle Card Driven, Catch the Leader, Take That, Variable Player Powers, Victory Points as a Resource",Strategy Games
2,4,45.0,10,889,7.71314,1483,2.4231,1671.0,"Hand Management, Hexagon Grid, Player Elimination, Team-Based Game, Tile Placement, Variable Player Powers",Strategy Games
2,2,60.0,12,812,7.93856,1484,2.4118,2304.0,"Action Points, Area Majority / Influence, Deck Bag and Pool Building, Dice Rolling, Grid Movement, Hand Management, Modular Board, Variable Player Powers",Unknown
2,4,60.0,9,1895,6.91999,1485,2.3125,2859.0,"Rondel, Tile Placement","Family Games, Strategy Games"
2,4,20.0,4,3318,6.694,1486,1.1386,6444.0,"Enclosure, Modular Board, Tile Placement",Children's Games
2,6,60.0,10,1695,7.01177,1487,2.0943,1897.0,"Card Drafting, Set Collection","Family Games, Strategy Games"
1,4,20.0,14,2043,6.94493,1488,1.3571,4664.0,Unknown,Family Games
2,4,60.0,6,1600,7.03693,1489,1.4793,1787.0,"Flicking, Team-Based Game",Family Games
1,4,45.0,10,2056,6.85107,1490,2.1875,3411.0,"Card Drafting, Dice Rolling, Paper-and-Pencil","Family Games, Strategy Games"
2,2,30.0,10,1241,7.28854,1491,1.6667,3428.0,"Cooperative Game, Hand Management, Trick-taking",Family Games
1,4,75.0,12,1499,7.13388,1492,1.7619,3656.0,"Cooperative Game, Narrative Choice / Paragraph",Thematic Games
1,4,360.0,16,770,7.99963,1493,4.4,2654.0,"Action/Event, Alliances, Area Majority / Influence, Area Movement, Dice Rolling, Events, Income, Simulation, Solo / Solitaire Game, Variable Player Powers, Variable Set-up",Wargames
4,8,45.0,8,1679,7.01662,1494,1.4375,3343.0,"Modular Board, Storytelling, Team-Based Game, Time Track",Party Games
2,5,90.0,14,1187,7.48836,1495,2.7188,3474.0,"Dice Rolling, Grid Movement, Hand Management, Modular Board, Team-Based Game, Variable Player Powers",Thematic Games
2,2,180.0,12,1043,7.43726,1496,2.6069,2061.0,"Area Movement, Dice Rolling, Simulation",Wargames
1,2,30.0,10,970,7.55551,1497,1.931,2637.0,"Card Drafting, Cooperative Game, Dice Rolling, Push Your Luck, Set Collection, Solo / Solitaire Game",Strategy Games
2,4,80.0,10,1394,7.15131,1498,2.7059,3101.0,"Card Drafting, Hand Management, Set Collection, Worker Placement",Strategy Games
2,6,40.0,10,2304,6.81074,1499,1.7847,2595.0,"Area Majority / Influence, Auction/Bidding",Family Games
2,2,150.0,12,987,7.54728,1500,3.4276,2090.0,"Dice Rolling, Hexagon Grid, Secret Unit Deployment",Wargames
4,16,90.0,10,1280,7.91712,1501,2.5526,2430.0,"Hidden Roles, Take That, Team-Based Game, Traitor Game, Variable Player Powers","Party Games, Thematic Games"
2,5,35.0,8,1389,7.16965,1502,1.9231,2796.0,"Area Majority / Influence, Tile Placement","Family Games, Strategy Games"
2,5,30.0,10,2254,6.79713,1503,1.9213,3937.0,"Hand Management, Trick-taking",Strategy Games
4,12,45.0,12,1152,7.30975,1504,1.2364,1719.0,Unknown,Party Games
1,5,90.0,10,1095,7.39608,1505,2.4,2291.0,"Area Majority / Influence, Multiple-Lot Auction, Secret Unit Deployment, Set Collection, Worker Placement",Strategy Games
2,2,30.0,10,2160,6.84952,1506,1.8254,3898.0,"Card Drafting, Hand Management, Set Collection, Worker Placement",Family Games
2,4,20.0,13,1903,6.89231,1507,2.2059,3446.0,"Communication Limits, Cooperative Game, Hand Management, Memory, Variable Player Powers",Family Games
3,6,90.0,14,3151,6.6817,1508,2.624,4260.0,"Area Majority / Influence, Card Drafting, Simultaneous Action Selection, Trading",Thematic Games
3,10,20.0,8,1813,6.92652,1509,1.1053,3825.0,"Betting and Bluffing, Paper-and-Pencil","Family Games, Party Games"
4,18,60.0,13,962,7.48761,1510,1.3095,1530.0,"Acting, Communication Limits, Memory, Team-Based Game",Party Games
2,4,90.0,10,1400,7.14905,1511,3.0238,2536.0,"Action Queue, Dice Rolling, Hand Management, Point to Point Movement, Push Your Luck, Set Collection, Variable Player Powers, Worker Placement",Strategy Games
1,8,90.0,12,739,7.94929,1512,2.1538,3339.0,"Cooperative Game, Storytelling",Thematic Games
1,5,90.0,10,947,7.61446,1513,2.8889,1267.0,"Action Points, Area Movement, Network and Route Building, Pattern Building",Strategy Games
1,4,90.0,10,2006,6.88245,1514,3.0333,4081.0,"Area Majority / Influence, Hand Management, Modular Board",Strategy Games
1,1,180.0,12,881,7.71053,1515,2.7938,2284.0,"Area Movement, Dice Rolling, Simulation, Solo / Solitaire Game",Wargames
1,4,30.0,13,1011,7.54835,1516,2.1667,1930.0,"Card Drafting, Deck Bag and Pool Building, Hand Management",Strategy Games
3,5,120.0,13,1842,6.9104,1517,3.2747,2658.0,"Area Majority / Influence, Card Drafting, Dice Rolling, Secret Unit Deployment",Strategy Games
2,4,90.0,8,2193,6.81571,1518,1.9589,3631.0,"Hand Management, Roll / Spin and Move","Family Games, Strategy Games"
3,6,30.0,8,2471,6.72879,1519,1.8138,3241.0,"Network and Route Building, Stock Holding",Strategy Games
2,6,45.0,12,4945,6.52422,1520,1.8664,7431.0,"Rock-Paper-Scissors, Set Collection, Simultaneous Action Selection",Family Games
3,4,80.29358630016277,10,2323,6.800874846646823,1521,2.7225,3372.0,"Area Majority / Influence, Point to Point Movement, Tile Placement",Strategy Games
2,4,109.30404675375232,12,2232,6.87451546211995,1522,3.0394,3041.0,Unknown,Strategy Games
3,7,540.0,16,482,8.75231,1523,4.6825,791.0,"Auction/Bidding, Loans, Market, Network and Route Building, Ownership, Stock Holding, Tile Placement, Victory Points as a Resource",Strategy Games
2,3,420.0,0,796,7.88861,1524,3.3524,2201.0,"Dice Rolling, Hexagon Grid, Simulation",Wargames
1,4,60.578449030939545,12,2394,6.795341432083335,1525,2.1636,4301.0,"Solo / Solitaire Game, Worker Placement","Family Games, Strategy Games"
1,5,240.0,14,646,8.28039,1526,4.7027,1482.0,"Auction/Bidding, Simulation, Variable Player Powers","Strategy Games, Thematic Games"
2,5,90.0,13,2559,6.74667,1527,2.4359,5529.0,"Set Collection, Trading",Strategy Games
2,5,30.0,10,1530,7.11891,1528,1.4118,3516.0,"Auction/Bidding, Hand Management, Set Collection, Simultaneous Action Selection",Family Games
2,2,135.0,13,1609,7.05609,1529,3.764,4119.0,"Area Movement, Campaign / Battle Card Driven, Hand Management, Time Track, Variable Player Powers","Thematic Games, Wargames"
2,4,45.0,10,4737,6.53674,1530,1.9026,4870.0,"Hand Management, Pattern Building, Set Collection, Tile Placement",Family Games
2,4,106.36509384134384,14,1038,7.452143271328494,1531,3.1591,1687.0,"Area Majority / Influence, Deck Bag and Pool Building, Dice Rolling, Hand Management, Tech Trees / Tech Tracks, Variable Player Powers",Strategy Games
2,4,150.0,12,888,7.68116,1532,3.6833,1955.0,"Drafting, End Game Bonuses, Hand Management, Tile Placement, Worker Placement",Strategy Games
2,4,20.0,8,3086,6.66469,1533,1.3432,3700.0,"Card Drafting, Market, Push Your Luck, Set Collection",Family Games
1,4,60.0,10,4574,6.54529,1534,2.0882,9494.0,"Set Collection, Variable Player Powers, Worker Placement","Family Games, Strategy Games"
2,4,90.0,13,851,7.67856,1535,2.8485,2386.0,"Card Drafting, Dice Rolling, Set Collection, Worker Placement",Strategy Games
2,5,90.0,12,1649,6.97136,1536,3.1061,1817.0,"Area Majority / Influence, Area Movement, Set Collection, Worker Placement",Strategy Games
1,4,40.0,14,1167,7.38623,1537,1.913,3160.0,"Cooperative Game, Hand Management, Modular Board, Solo / Solitaire Game, Variable Player Powers",Family Games
2,6,20.0,8,3229,6.64069,1538,1.4092,3468.0,"Connections, Network and Route Building",Family Games
3,4,60.0,14,2446,6.73881,1539,2.2098,4605.0,"Action Points, Area Movement, Set Collection, Worker Placement",Strategy Games
1,4,278.9298063048063,12,721,7.834005166455025,1540,3.83,2229.0,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation",Wargames
2,6,75.0,14,979,7.42958,1541,2.84,1839.0,"Card Drafting, Network and Route Building, Set Collection, Simultaneous Action Selection, Worker Placement","Strategy Games, Thematic Games"
2,4,180.0,14,2991,6.77992,1542,2.4933,5790.0,"Dice Rolling, Roll / Spin and Move, Variable Player Powers",Thematic Games
3,6,90.0,12,4772,6.53901,1543,2.0778,6722.0,"Hand Management, Kill Steal, Player Elimination, Semi-Cooperative Game, Simultaneous Action Selection, Take That",Thematic Games
1,2,20.0,12,1912,7.06183,1544,2.3502,3416.0,"Area Movement, Dice Rolling, Events, Paper-and-Pencil, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation, Solo / Solitaire Game",Wargames
2,4,50.1212063505393,13,1543,7.061769664761909,1545,1.9231,4395.0,"Betting and Bluffing, Hand Management, Variable Player Powers","Family Games, Thematic Games"
1,6,150.0,14,1699,7.0265,1546,3.3043,3729.0,"Dice Rolling, Set Collection, Variable Player Powers, Worker Placement, Worker Placement with Dice Workers",Strategy Games
1,2,60.0,10,1178,7.28798,1547,3.2447,2424.0,"Action Points, Grid Movement, Hand Management, Modular Board, Secret Unit Deployment, Tile Placement, Variable Player Powers",Strategy Games
2,4,60.0,12,944,7.55025,1548,2.8,2100.0,"Dice Rolling, Legacy Game, Scenario / Mission / Campaign Game, Worker Placement, Worker Placement with Dice Workers",Strategy Games
3,10,15.0,8,1454,7.09522,1549,1.1351,2445.0,"Team-Based Game, Traitor Game",Party Games
2,4,45.0,8,1394,7.11544,1550,2.082,2153.0,"Hand Management, Pattern Building, Tile Placement",Family Games
1,6,90.0,13,1632,7.03471,1551,2.1364,3587.0,Cooperative Game,Thematic Games
3,7,60.0,10,3400,6.60786,1552,1.5338,4976.0,"Hand Management, Ladder Climbing, Team-Based Game, Trick-taking",Family Games
2,4,45.0,14,2843,6.72539,1553,2.1235,4887.0,"Deck Bag and Pool Building, Player Elimination",Strategy Games
2,6,60.0,13,1948,6.85548,1554,2.9828,3474.0,"Action Queue, Area Majority / Influence, Card Play Conflict Resolution, Grid Movement, Hand Management, Modular Board, Player Elimination, Race, Team-Based Game, Variable Phase Order, Variable Player Powers, Variable Set-up",Strategy Games
2,4,30.0,8,1706,6.94299,1555,1.2105,2055.0,Unknown,Family Games
2,5,15.0,8,2175,6.81646,1556,1.0494,3028.0,"Dice Rolling, Push Your Luck","Family Games, Party Games"
3,7,40.0,8,3281,6.67913,1557,1.7697,5617.0,"Hand Management, Team-Based Game, Variable Player Powers",Family Games
1,1,60.0,12,796,7.86841,1558,2.8252,1937.0,"Card Drafting, Simulation, Solo / Solitaire Game",Wargames
2,4,20.0,10,1764,6.97343,1559,1.7062,3212.0,"Action Queue, Player Elimination, Simulation, Simultaneous Action Selection","Thematic Games, Wargames"
1,4,90.0,13,1586,7.00672,1560,2.4894,3063.0,"Area Movement, Cooperative Game, Dice Rolling, Narrative Choice / Paragraph, Point to Point Movement, Role Playing, Storytelling, Variable Player Powers",Thematic Games
2,6,240.0,10,2956,6.73017,1561,3.0636,4988.0,"Area Majority / Influence, Area Movement, Dice Rolling","Thematic Games, Wargames"
2,4,90.0,10,3204,6.62613,1562,2.7299,4145.0,"Dice Rolling, Enclosure, Hand Management, Set Collection, Tile Placement",Strategy Games
3,5,90.0,14,955,7.43617,1563,2.8553,1376.0,"Auction/Bidding, Network and Route Building, Stock Holding, Worker Placement",Strategy Games
3,4,120.0,12,2244,6.81265,1564,2.6763,4390.0,"Dice Rolling, Hand Management, Network and Route Building, Trading",Strategy Games
2,4,30.0,7,2051,6.8155,1565,1.075,1972.0,"Stacking and Balancing, Team-Based Game",Family Games
1,5,116.18757230857352,12,800,7.822587430158725,1566,2.8276,1796.0,"Card Drafting, Deck Bag and Pool Building, Hand Management","Strategy Games, Thematic Games"
2,2,420.0,14,1194,7.31709,1567,3.5597,2539.0,"Action/Event, Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement, Simulation",Wargames
1,5,90.0,14,1199,7.26902,1568,2.8167,2594.0,"Set Collection, Worker Placement",Strategy Games
1,2,30.0,10,1752,6.95151,1569,2.0517,4193.0,Unknown,Strategy Games
2,5,30.0,10,5683,6.47261,1570,1.3701,7568.0,"Hand Management, Memory",Family Games
2,4,30.0,8,2566,6.73881,1571,1.4444,4597.0,"Area Majority / Influence, Hand Management, Set Collection",Family Games
2,2,30.0,8,835,7.68274,1572,1.9545,1469.0,"Grid Movement, Slide/Push, Square Grid",Abstract Games
2,2,60.0,8,1018,7.49847,1573,2.4565,2506.0,"Dice Rolling, Modular Board",Thematic Games
1,4,360.0,10,792,8.26987,1574,3.4902,1742.0,"Cooperative Game, Dice Rolling, Role Playing, Solo / Solitaire Game",Thematic Games
1,4,120.0,13,1045,7.46837,1575,3.1,3181.0,"Cooperative Game, Deck Bag and Pool Building, Dice Rolling, Hand Management, Role Playing, Scenario / Mission / Campaign Game, Variable Player Powers","Customizable Games, Thematic Games"
2,4,240.0,13,659,7.95768,1576,4.0959,979.0,"Auction/Bidding, Network and Route Building, Stock Holding, Tile Placement",Strategy Games
2,4,45.0,8,2200,6.77607,1577,1.9437,1856.0,Unknown,Family Games
1,2,500.0,10,2203,6.78982,1578,1.6463,3057.0,"Hand Management, Set Collection",Family Games
1,4,39.49581501043468,10,1247,7.1814094398809525,1579,1.0938,2628.0,"Card Drafting, Communication Limits, Cooperative Game",Family Games
