Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,Complexity Average,Owned Users,Abstract Games,Children's Games,Customizable Games,Family Games,Party Games,Strategy Games,Thematic Games,Unknown,Wargames,Social Interaction,Strategy and Planning,Conflict Resolution,Exploration,Randomness and Luck,Resource Management,Puzzle Solving,Miscellaneous / Other,Collaboration
2,2,60.0,12,1574,7.95698,2.7143,4152.0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
2,2,15.0,14,7575,6.89746,1.8246,12549.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,4,240.0,14,1532,7.89856,4.3077,4069.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1
2,6,45.0,12,5935,6.95341,1.4829,8590.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2,4,60.0,14,4393,7.14428,1.8557,8656.0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0
2,3,60.0,10,2022,7.67945,2.3333,8322.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
1,4,90.0,14,1578,8.15133,3.4304,3370.0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0
1,4,20.0,13,4926,7.02666,1.6549,10053.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2,4,60.0,9,1768,7.72282,2.7674,3518.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3,6,180.0,14,4226,7.09515,3.2727,7269.0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1
3,5,49.56202830523002,10,5498,6.9926435261904745,2.0345,5820.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
2,4,45.0,14,4239,7.05207,2.1923,6725.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
2,2,60.0,14,2853,7.37154,3.0385,5373.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,4,120.0,14,1685,7.80971,4.2857,3574.0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1
2,5,30.0,12,2099,7.50505,2.122,3482.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1
2,4,90.0,12,2415,7.37118,3.26,3860.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2,4,90.0,14,2126,7.78967,3.6771,5350.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,4,60.63256582923249,14,4645,7.061117882063496,2.3208,6880.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
1,4,60.0,8,6992,6.90729,1.8966,10739.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2,2,64.53513974552018,12,2890,7.321862958809523,2.2927,9539.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0
3,5,120.0,14,2029,7.49594,3.0642,3222.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2,2,60.0,12,2072,7.64987,2.4909,3966.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3,4,60.0,14,4929,7.01623,1.9474,7769.0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0
1,7,120.0,10,1542,7.85081,2.4375,3106.0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1
1,4,60.0,8,2114,7.47387,1.6047,3630.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,6,60.0,10,2946,7.36713,2.1385,4886.0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1
2,4,96.45766887808446,12,3190,7.261305564585695,2.625,5486.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
2,4,45.0,10,3182,7.20013,1.9875,5222.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
1,4,240.0,12,1712,7.70885,2.9524,3395.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2,4,40.0,7,5088,6.99313,1.7252,6494.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2,4,120.0,10,3380,7.15557,3.6854,5080.0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1
2,4,60.0,12,2892,7.32446,2.1636,7936.0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1
2,2,45.0,10,2328,7.43966,2.9327,3241.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,120.0,10,5882,6.97946,2.3285,12706.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
2,4,120.0,13,3112,7.19263,2.7333,6016.0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
3,6,90.0,14,3943,7.08659,2.7813,3723.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
2,4,120.0,12,3739,7.20958,3.4611,5973.0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1
1,5,60.0,14,2080,7.50209,2.2241,3855.0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0
2,5,135.65029026529027,13,3120,7.26690555069679,3.4444,3359.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
2,2,180.0,12,1686,7.71987,3.2955,3855.0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
1,2,45.0,14,1639,7.70632,1.7636,2778.0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0
2,5,60.0,10,1434,7.94567,2.2131,2485.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,4,45.0,8,1532,7.75215,2.6757,3100.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2,4,86.7090005405223,12,2749,7.307190509920639,2.5494,3400.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1,4,40.0,14,4905,6.97119,2.0094,5332.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,4,90.0,10,3095,7.20543,2.2857,5496.0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0
2,6,60.0,10,5054,6.9744,1.6064,5006.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,4,60.0,9,3281,7.25905,2.012,6725.0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0
2,5,90.0,12,5646,6.96478,2.702,9773.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
2,6,15.0,10,2974,7.23048,1.4727,5613.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1,1,40.0,12,1261,8.05809,2.4634,3475.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4,10,40.0,8,4035,7.07467,1.1455,7096.0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
2,6,45.0,14,8609,6.83478,1.9608,10998.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
2,4,60.0,12,3841,7.06498,2.2385,5356.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2,5,30.0,8,5503,6.93507,1.1911,8681.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,4,40.0,8,3167,7.17821,1.7424,4998.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,2,30.0,14,2980,7.22248,2.5425,4403.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2,4,45.0,8,2955,7.21575,2.0337,4414.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2,4,45.0,8,4007,7.02618,2.2103,3874.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,4,45.0,8,2945,7.21871,1.9512,4238.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2,5,20.0,7,3646,7.08887,1.3778,6205.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2,4,20.0,8,19369,6.70435,1.4569,24683.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2,4,15.0,8,4523,7.01445,1.2812,9834.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2,2,120.0,12,2802,7.27141,3.2143,5079.0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0
2,6,360.0,12,2594,7.43494,3.0985,4201.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
2,2,42.9765860512037,10,3422,7.153527919583338,2.1012,4287.0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0
2,4,45.0,8,7130,6.85605,1.4781,11146.0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
3,5,45.0,12,4338,6.99438,2.2872,4425.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
3,5,60.0,8,2690,7.25401,2.5392,2903.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3,5,45.0,8,1841,7.51141,1.7333,3530.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0
1,4,60.0,13,3374,7.16774,2.8225,5450.0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1
1,4,360.0,14,1389,7.91431,4.01,3816.0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0
2,4,22.656629329514445,6,8195,6.84713079753968,1.0171,13686.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2,4,64.86776759351761,12,23609,6.774749908611106,2.0602,38752.0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0
1,4,300.0,12,1431,7.86553,3.8175,3894.0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0
2,4,128.3472640318381,12,2048,7.493775882310433,3.0156,3351.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
1,4,30.139757732127624,8,5704,6.926660382083328,1.2188,7490.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2,5,45.0,10,6793,6.85861,1.6863,8181.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
1,6,120.0,14,3998,7.23781,2.5469,9003.0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1
1,5,120.0,14,1586,7.74076,2.918,3001.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0
2,6,90.0,12,2380,7.37005,2.2966,2716.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1
2,6,116.50169971984816,8,4019,7.031950940135277,1.4773,4651.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,4,60.0,13,1068,8.22194,2.4571,2372.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2,6,45.0,10,2403,7.30894,2.0476,4399.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3,5,90.0,13,1495,7.71817,2.9487,2680.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
2,2,120.0,17,5343,6.95171,2.2526,11943.0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1
2,5,90.0,12,14282,6.75105,2.564,23348.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1
2,5,180.0,13,1837,7.54914,3.4588,4307.0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0
3,6,180.0,12,2167,7.36719,3.5084,3037.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,4,32.0,13,4547,6.97372,1.9786,7366.0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0
2,5,360.0,12,4894,7.02026,2.9486,8253.0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0
2,4,30.0,14,13151,6.75511,1.9682,17126.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
1,6,90.0,13,3764,7.05022,2.5973,4012.0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1
2,4,180.0,14,1656,7.65512,2.9355,2771.0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0
2,5,90.0,10,2214,7.34484,2.1799,2880.0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1
4,4,15.0,13,2401,7.2849,1.4833,3687.0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1
2,6,240.0,12,7753,6.88194,2.6785,10171.0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0
2,5,41.52188495254597,8,4317,7.008313974817818,1.9474,6972.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2,5,20.0,10,4116,7.00202,1.3991,6403.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,6,30.0,8,4896,6.93049,1.5509,7389.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,4,120.0,14,1758,7.57231,3.6049,2993.0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0
2,6,210.0,14,1147,8.03629,3.9531,980.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
2,4,90.0,10,1861,7.49987,2.8939,2931.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1,1,240.0,12,2184,7.44663,3.2491,4618.0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0
2,4,60.0,12,4279,6.9962,2.7196,5051.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
2,6,20.0,10,1694,7.66576,1.1522,3736.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2,2,360.0,14,1473,7.78345,3.1212,3142.0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0
2,7,75.0,12,2251,7.35658,2.186,4849.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
1,4,120.0,12,2373,7.44913,2.6864,3100.0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
6,30,20.0,8,4297,7.01148,1.4252,7152.0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1
2,4,40.0,9,938,8.47407,2.0,2665.0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1
2,4,30.0,7,5534,6.9173,1.6667,8312.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2,4,60.0,14,2441,7.31124,2.0938,3784.0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0
2,6,90.0,14,1971,7.46001,3.1042,3849.0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1
3,4,90.0,13,2567,7.29362,2.5347,5584.0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1
2,4,75.0,10,4831,6.92079,2.8699,6561.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,2,90.0,14,2199,7.49296,3.9905,5109.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,6,110.77619845651428,14,1507,7.754255857083329,2.38,4239.0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1
1,1,30.0,10,2596,7.29442,1.6622,5882.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
1,6,75.0,10,2609,7.198,2.1333,3877.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,3,60.0,10,1666,7.73361,2.2222,7312.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
2,4,15.0,4,7126,6.81986,1.0461,11144.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2,2,60.0,12,2332,7.29315,2.1107,3114.0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0
3,4,90.0,12,4547,6.94218,2.7308,5355.0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
2,4,102.56553269506294,12,2171,7.322764575157204,2.7363,2671.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0
2,5,90.0,8,2076,7.39971,2.1364,3956.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1,5,90.0,10,2224,7.32565,2.1111,5267.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
2,4,60.0,10,5506,6.87651,2.1179,8483.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2,4,90.0,10,3075,7.21511,2.2245,5490.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,5,60.0,12,5800,6.85446,2.9958,6804.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,5,30.0,12,3362,7.06884,2.1194,5166.0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0
2,5,120.0,10,1827,7.53308,2.4815,3456.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2,5,90.0,12,2546,7.21223,3.3282,2315.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0
2,5,75.0,13,2903,7.13845,2.7971,4611.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
2,4,10.0,4,8400,6.7755,1.0506,10490.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,4,45.0,10,3700,7.03858,1.8496,8710.0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0
2,2,360.0,12,1498,7.74425,3.7106,4149.0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
4,8,60.0,10,7993,6.81716,1.8186,8542.0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1
2,8,20.0,8,23341,6.67107,1.2363,32952.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1,8,240.0,12,3533,7.10069,2.8755,6077.0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1
3,5,45.0,9,3656,7.01265,1.8687,3745.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,3,45.0,13,3917,6.97007,2.1202,5838.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
1,4,20.0,8,3396,7.09713,1.1852,6191.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2,5,30.0,13,3491,7.03344,3.0933,6673.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1
1,2,48.81569568462647,10,2583,7.216274662380957,2.3529,6881.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0
2,2,240.0,12,1002,8.38224,3.8696,3006.0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0
2,4,20.0,6,3712,7.03075,1.042,5760.0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2,4,36.39152714317625,8,3455,7.062716449801583,1.475,5737.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,4,109.10588742349267,13,2413,7.253392151507944,2.9545,6307.0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1
2,4,94.48104561904132,12,2606,7.196446835454824,2.7647,2772.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0
1,4,90.0,14,1575,7.62076,3.1446,2502.0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0
2,4,40.54630104896543,8,2849,7.156973299226192,1.6509,6434.0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2,4,90.0,14,1266,7.86216,3.1224,2069.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
2,4,45.0,10,4575,6.92116,2.2383,6428.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,4,60.0,14,2558,7.51042,2.1688,4695.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2,4,30.0,14,6137,6.83205,1.6865,8103.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2,4,60.0,10,4957,6.88602,2.25,7964.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0
2,2,20.0,8,5877,6.86091,1.9421,9156.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2,4,60.0,10,4939,6.87993,2.3419,5813.0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0
3,5,60.0,16,3236,7.06321,2.2632,6962.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4,360.0,12,1648,7.59563,3.7766,3132.0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0
2,2,120.0,12,1407,7.77348,2.4472,2206.0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0
2,4,45.0,12,1722,7.47931,2.4355,3674.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1,5,45.0,10,2741,7.1202,2.3825,2875.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0
2,2,120.0,10,13018,6.71522,2.449,21954.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
2,5,75.0,12,3106,7.05542,3.0784,3338.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2,5,20.0,10,2804,7.15193,1.2941,4546.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,5,60.0,12,2500,7.16983,2.7351,2668.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
1,1,30.0,12,1586,7.55935,2.1452,3368.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
2,5,100.0,14,2102,7.31003,3.2683,4174.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
2,4,90.0,13,2140,7.30466,3.1408,3668.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0
2,2,90.0,14,1151,8.11349,2.5789,3281.0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
1,4,185.57330100022108,12,979,7.996900055848251,3.3059,2277.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
1,4,120.0,12,1443,7.71048,3.109,2508.0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0
3,3,165.0,14,1188,7.92455,4.0396,2106.0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1
2,5,35.0,8,3058,7.09695,1.8803,4863.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,5,30.0,10,8466,6.72842,1.7666,12226.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0
1,6,999.0,14,2278,7.29387,1.2105,5319.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2,5,75.0,13,2986,7.1337,2.5159,5851.0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1
5,68,90.0,8,3772,7.01911,1.4873,6515.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1,6,100.0,13,1404,7.80334,2.7317,2586.0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1
2,4,75.0,14,2836,7.11015,3.086,4282.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
2,4,120.0,12,2005,7.34034,3.4831,3454.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
2,5,180.0,14,2744,7.14024,3.7566,5238.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2,5,60.0,8,6970,6.77096,2.0205,8505.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2,6,30.0,8,7575,6.74405,1.6337,9486.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2,4,30.0,10,26236,6.62826,1.5308,40930.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,5,90.0,10,4034,6.93732,2.6284,4000.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1,1,90.0,12,1120,8.05118,3.1917,2776.0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0
2,2,60.0,9,2943,7.09569,2.7721,4739.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3,6,240.0,13,1988,7.44122,3.7959,3879.0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1
3,5,60.0,10,4117,6.90656,2.3168,3639.0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0
3,5,60.0,10,6257,6.80495,2.2853,7679.0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0
2,5,90.0,8,2968,7.05297,2.8557,3481.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
2,4,60.0,8,5450,6.83382,2.0513,9156.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2,4,120.0,12,1984,7.34429,4.3707,3422.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2,4,90.0,12,2131,7.27537,2.8898,2896.0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0
2,8,120.0,12,4419,6.97443,2.5648,6434.0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1
2,4,120.0,14,1687,7.52013,2.8769,4089.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0
2,4,120.0,12,5986,6.84653,3.2519,10146.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
2,4,53.7450445624253,10,4232,6.928349635059528,2.1521,4506.0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0
2,4,60.0,10,4095,6.91611,2.574,4347.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
2,4,120.0,14,979,8.19305,3.0556,1817.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
1,4,60.0,12,2093,7.34421,2.1579,4526.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1,4,360.0,14,1274,7.84028,4.0598,3680.0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0
2,4,120.0,12,3333,7.00707,3.3919,4902.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1,6,180.0,12,2650,7.14367,2.8345,3275.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
2,5,60.0,12,2892,7.08379,1.9515,3457.0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
2,4,30.0,13,3221,7.02061,2.0513,5000.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3,6,90.0,14,2605,7.12514,3.3098,3619.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
2,4,75.0,10,2091,7.26494,2.8411,3438.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1,5,120.0,14,1524,7.57536,3.0588,2545.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,4,75.0,10,2405,7.18496,2.5443,3554.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1,10,120.0,13,1835,7.43515,2.2143,4700.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
